insee,commune_name,total_tiles,total_population,total_households,avg_income_person,mean_poverty_rate,avg_income_person_popweighted,mean_poverty_rate_hhweighted
85233,Saint-Jean-de-Beugné,2,171.0,68.39999999999999,21922.82,2.935,23321.092397660817,5.844254385964913
80302,Faverolles,1,35.0,13.7,23320.76,25.55,23320.76,25.55
59486,Râches,1,488.0,196.0,23320.71,9.64,23320.71,9.64
17308,Saint-Agnant,8,2081.5,843.8000000000001,21593.6625,16.57125,23320.43175594523,8.271460061625978
04063,Corbières-en-Provence,5,1066.5,446.7,23976.082000000002,9.99,23319.763520862634,14.528954555630177
33186,Gensac,3,70.0,33.6,22806.783333333336,16.333333333333332,23319.443571428572,18.45461309523809
40275,Saint-Maurice-sur-Adour,3,377.0,151.39999999999995,23359.02,4.31,23319.183461538458,6.73319682959049
42021,Boisset-Saint-Priest,8,984.5,378.9,23669.77625,8.45875,23318.810101574407,9.660179466877803
29059,Garlan,5,657.0,263.5,24170.838,12.931999999999999,23318.59477929985,10.888922201138518
39066,Bornay,1,188.0,78.10000000000001,23318.28,2.43,23318.28,2.43
04061,Colmars,8,255.0,146.3,24063.228750000002,18.245,23318.08337254902,18.52196855775803
01294,Peyrieu,4,403.5,161.0,23203.965,12.1325,23317.74930607187,9.253254658385092
84132,Le Thor,19,7620.5,3187.1000000000004,25319.507894736842,10.765789473684212,23317.23397874155,12.694700197671866
21589,Saussy,1,83.0,31.0,23317.17,6.45,23317.17,6.45
37094,Cussay,12,280.5,128.9,23283.933333333334,8.745833333333334,23316.90768270945,9.463390224980605
31550,Soueich,3,488.0,236.1,21939.59,18.55333333333333,23316.50270491803,14.31381617958492
89167,Fleury-la-Vallée,3,1071.0,453.1,22977.32666666667,7.796666666666667,23316.113790849675,6.821747958508055
32305,Panjas,10,321.5,148.5,24405.789,10.018,23315.944494556763,13.802693602693605
24567,Vaunac,3,42.0,19.400000000000002,22783.986666666668,19.786666666666665,23315.433333333334,17.007164948453607
27463,Plasnes,8,675.5,246.29999999999998,24170.80125,7.71125,23315.296920799407,7.551879821356069
52013,Anrosey,1,29.0,14.899999999999999,23315.23,6.71,23315.230000000003,6.71
39293,Leschères,1,129.0,53.0,23315.05,5.66,23315.05,5.66
88343,Parey-sous-Montfort,2,163.0,67.6,24971.465,6.385,23314.306134969323,5.76939349112426
16291,Ruelle-sur-Touvre,3,2598.5,1270.0,23598.97333333333,9.299999999999999,23313.809588223972,9.779795275590551
38479,Porte-des-Bonnevaux,23,1955.5,749.5,23957.694782608694,8.124782608695652,23313.5407236001,7.5770593729152775
53156,Montflours,3,185.0,71.3,22161.066666666666,19.036666666666665,23313.145243243245,8.977685834502102
89440,Verlin,6,202.5,84.0,23063.87833333333,11.156666666666666,23312.526543209875,5.594964285714285
62852,Vieille-Église,9,942.0,353.1,22620.095555555556,8.801111111111112,23312.115870488324,9.318776550552252
33552,Virelade,2,313.5,133.0,23305.09,8.89,23311.85,9.023684210526316
87020,Bonnac-la-Côte,12,950.5,386.8,24302.908333333336,7.0183333333333335,23311.431441346656,7.679084798345398
73166,Montendry,2,28.0,15.999999999999998,23311.4,12.66,23311.399999999998,12.498499999999998
58294,Toury-sur-Jour,10,79.5,33.9,22321.222,21.698,23311.246289308176,19.764660766961654
71406,Saint-Didier-en-Brionnais,2,42.0,19.3,23279.265,15.07,23311.18,11.400103626943004
07014,Arlebosc,1,21.0,10.3,23311.16,20.39,23311.16,20.39
28199,Janville-en-Beauce,10,2422.5,1027.9,24662.002,6.840999999999999,23311.141702786375,8.330085611440802
84042,Cucuron,15,1340.0,663.1000000000001,23967.499333333333,18.154,23310.928309701492,18.487585582868352
71424,Saint-Gervais-sur-Couches,2,132.5,56.50000000000001,24098.73,15.704999999999998,23310.48158490566,14.51141592920354
57239,Freybouse,1,321.5,118.0,23310.39,8.47,23310.39,8.47
51258,La Forestière,2,213.0,93.7,22846.33,18.755000000000003,23309.555774647888,12.375667022411955
18209,Saint-Georges-de-Poisieux,4,333.0,138.1,23020.579999999998,10.285,23309.305615615613,11.583562635771182
21332,Labergement-lès-Seurre,9,917.0,375.7,22866.055555555555,8.063333333333333,23309.25393129771,7.826145861059357
38147,Doissin,1,107.0,40.0,23308.91,5.0,23308.91,5.0
17385,Saint-Pierre-d'Oléron,27,6140.0,3103.9,23902.05333333333,13.111481481481482,23308.886204397393,12.822999130126615
14699,Touques,3,1901.5,1000.0000000000001,27439.70666666667,8.613333333333333,23308.35513541941,11.090682000000001
89190,Givry,1,89.0,47.199999999999996,23308.06,8.47,23308.06,8.47
32054,Biran,17,258.5,108.7,23462.941764705884,11.815294117647058,23307.796286266923,10.21196872125115
89271,Moulins-en-Tonnerrois,1,92.5,44.9,23307.77,12.92,23307.77,12.92
77050,Bransles,8,418.0,161.29999999999998,24838.08125,9.305,23306.84649521531,10.789752014879104
53169,Olivet,3,56.0,22.3,22904.10666666667,6.256666666666667,23306.672142857144,6.727982062780269
07069,Colombier-le-Vieux,3,176.5,69.8,22468.35666666667,12.49,23306.549291784704,7.164355300859598
59212,Estaires,7,3301.0,1243.0,24317.132857142857,9.447142857142856,23305.542322023633,10.427188254223651
32381,Saint-Jean-le-Comtal,7,250.0,100.10000000000001,23417.022857142856,9.017142857142856,23305.38592,9.488941058941059
08428,Sorcy-Bauthémont,3,136.0,63.5,23452.686666666665,11.946666666666667,23305.232941176473,12.12579527559055
24374,Saint-Aubin-de-Lanquais,3,122.0,48.599999999999994,23495.13,14.546666666666667,23304.871270491803,13.371543209876542
61405,Saint-Hilaire-sur-Erre,5,174.5,67.5,22915.284,11.118,23304.846647564467,7.852814814814816
16160,Guimps,4,192.5,92.8,23808.675,13.795,23304.395584415586,16.810021551724137
31349,Mondavezan,11,643.0,266.59999999999997,24148.52090909091,11.642727272727273,23304.39527993779,12.115907726931733
45234,Orléans,8,42682.5,22098.9,22451.95,19.485,23304.33878041352,18.345746258863564
59520,Rumilly-en-Cambrésis,2,405.5,164.5,24107.195,6.295,23304.19663378545,8.14190273556231
69019,Belleville-en-Beaujolais,9,5746.5,2334.4,23846.800000000003,8.282222222222224,23304.10902375359,10.825714530500342
31081,Bourg-d'Oueil,1,2.0,1.0,23303.4,20.0,23303.4,20.0
71510,Semur-en-Brionnais,5,324.5,152.7,24732.582000000002,8.796,23303.235562403697,13.09974459724951
02392,Joncourt,1,181.5,72.99999999999999,23303.2,12.33,23303.2,12.33
77242,Jutigny,1,571.0,227.10000000000002,23302.9,8.32,23302.9,8.32
60193,Daméraucourt,2,89.0,34.0,23489.185,2.63,23302.838202247192,2.9394117647058824
71282,Marmagne,15,1032.0,468.50000000000006,23440.422000000002,8.186666666666666,23302.758105620152,8.601154749199573
58282,Surgy,2,120.0,65.79999999999998,21659.58,14.05,23302.586,9.57857142857143
69093,Grandris,5,375.5,163.0,23764.018,5.704000000000001,23301.878801597864,8.03701226993865
77404,Sainte-Colombe,1,311.5,128.0,23301.4,11.72,23301.4,11.72
34333,Vic-la-Gardiole,10,2809.0,1402.6,25379.267,11.806999999999999,23301.273552865787,11.017468273206902
33053,Birac,2,21.0,9.8,23300.64,8.57,23300.644285714287,9.182857142857141
39101,Champvans,3,1007.5,459.5,23478.163333333334,9.87,23300.45494292804,9.752047878128401
17120,Corme-Royal,12,1090.0,452.8,22420.535,13.849166666666667,23300.41939908257,8.214224823321555
18105,Gron,11,283.5,121.5,25256.63272727273,4.5227272727272725,23299.841252204587,9.1362304526749
19194,Saint-Clément,12,948.0,390.0,23665.858333333334,8.118333333333334,23299.723834388187,7.922610256410257
28108,Cormainville,1,190.0,77.89999999999999,23299.53,3.72,23299.530000000002,3.7200000000000006
51346,Mareuil-le-Port,1,264.0,118.2,23299.26,9.14,23299.26,9.14
73226,Saint-Béron,3,813.5,341.50000000000006,23710.069999999996,6.62,23299.108223724645,7.8459560761347005
40249,Saint-Aubin,1,53.0,24.2,23298.5,16.94,23298.5,16.94
45088,Chaussy,3,156.0,67.1,23860.896666666667,10.836666666666666,23298.353717948718,10.57780923994039
39193,Le Deschaux,1,280.0,113.8,23298.27,7.64,23298.27,7.64
81130,Lagarrigue,1,520.5,231.99999999999997,23298.0,3.88,23298.0,3.88
26243,Le Poët-Laval,7,545.5,239.79999999999998,24065.78857142857,17.837142857142858,23297.62397800183,14.596438698915767
35138,Laignelet,2,280.5,114.0,24113.23,5.885,23297.229946524065,5.086052631578947
35318,Saint-Thual,4,286.5,107.00000000000001,23366.5275,9.129999999999999,23297.160593368237,10.467065420560747
51033,Le Baizil,4,202.5,82.7,22223.3875,15.74,23296.925234567898,12.820326481257556
88011,Arches,3,489.5,223.9,23199.11666666667,6.743333333333332,23296.797027579163,6.700915587315766
18150,Méry-sur-Cher,10,480.5,205.6,23201.805,7.103,23296.535338189387,6.274012645914396
50219,Gratot,2,240.5,89.0,23328.015,8.55,23295.457130977127,7.077280898876405
28215,Louville-la-Chenard,5,242.5,111.5,23560.354,11.456,23295.33830927835,5.562233183856503
38406,Saint-Julien-de-l'Herms,2,66.0,26.2,24366.185,11.36,23295.330227272727,13.35679389312977
81266,Saint-Paul-Cap-de-Joux,6,105.5,42.4,23861.566666666666,10.633333333333333,23294.780379146923,13.680306603773587
02447,Maast-et-Violaine,2,78.5,30.299999999999997,21581.254999999997,9.15,23294.43,9.905049504950496
10376,Thieffrain,1,122.0,56.1,23294.02,7.13,23294.02,7.13
45222,Nargis,10,525.0,218.20000000000002,22926.091,9.642,23293.949285714283,9.029156736938589
33191,Gours,1,73.0,36.800000000000004,23293.63,21.47,23293.63,21.47
71565,Vendenesse-sur-Arroux,2,91.0,40.8,22921.07,11.8,23293.075384615382,12.013235294117647
40323,Vert,11,231.0,100.6,24168.845454545455,13.838181818181818,23292.443268398267,12.924612326043736
63255,Nonette-Orsonnette,1,236.5,112.0,23292.2,15.18,23292.2,15.179999999999998
04216,Thèze,4,66.0,28.0,22882.4875,12.254999999999999,23291.345984848485,14.286357142857142
58112,La Fermeté,8,587.0,243.1,23233.86375,8.8425,23290.973798977855,6.127540106951872
28236,Arcisses,24,998.0,437.59999999999997,22699.835000000003,12.712916666666667,23290.828216432867,10.444088208409507
45202,Messas,1,480.5,194.00000000000003,23290.01,7.27,23290.01,7.27
73063,Cevins,1,249.0,107.99999999999999,23289.39,7.31,23289.39,7.3100000000000005
26344,Soyans,9,235.5,96.10000000000001,24644.485555555555,20.947777777777777,23289.013864118897,21.74975026014568
37053,Chanceaux-près-Loches,4,38.0,14.2,24037.6275,4.5275,23288.92105263158,7.746971830985914
68361,Wegscheid,2,73.0,31.9,23117.485,5.365,23288.501095890413,9.72090909090909
84104,Sablet,4,819.5,367.6,22468.510000000002,18.8275,23288.22490543014,17.761700217627858
70502,Tincey-et-Pontrebeau,2,75.0,35.7,23089.055,11.48,23287.9544,13.722717086834733
70334,Marnay,4,700.5,305.4,23473.8375,8.5325,23287.592933618842,7.790383104125738
62412,Hardinghen,3,257.0,96.30000000000001,22877.903333333335,4.55,23287.5596692607,4.672741433021807
63451,Vernines,6,333.0,140.3,23372.355,15.646666666666667,23287.212342342344,16.68146115466857
62792,Serques,2,436.5,177.29999999999995,23142.504999999997,8.745000000000001,23287.10041237113,9.024213197969544
03001,Abrest,1,294.5,105.09999999999998,23286.35,5.71,23286.35,5.71
64241,Géronce,4,327.0,137.60000000000002,23182.7125,7.682500000000001,23286.22039755352,10.610188953488372
71312,Montcoy,2,54.0,25.8,23149.775,10.425,23286.135000000002,10.849302325581395
35033,Bourg-des-Comptes,13,1680.0,667.6,23798.893076923076,9.456923076923077,23285.683181547614,7.921867884961054
77168,Égreville,16,2118.5,857.0,24558.74625,10.83,23285.616242624503,10.271040840140023
48158,Saint-Hilaire-de-Lavit,2,19.0,14.0,21144.385,28.335,23285.49736842105,20.002857142857145
64004,Abitain,1,3.0,1.0,23285.23,20.0,23285.23,20.0
66112,Montauriol,4,182.5,79.8,21964.35,30.2325,23284.86890410959,19.04421052631579
28272,Mottereau,2,78.0,32.1,23188.870000000003,4.165,23284.84435897436,6.22803738317757
10170,Gyé-sur-Seine,2,165.0,78.3,27191.655,13.535,23284.644363636362,11.751264367816093
63114,Collanges,1,132.0,62.00000000000001,23284.35,8.06,23284.35,8.06
46047,Calès,11,105.0,48.699999999999996,22956.19818181818,17.252727272727274,23283.86304761905,20.94663244353183
32320,Plieux,4,89.0,40.8,22421.3775,16.900000000000002,23283.795056179777,12.9896568627451
44048,Couffé,22,2253.5,837.8,23398.72909090909,7.284090909090909,23283.628031950295,7.482838386249702
01236,Marsonnas,7,760.0,299.4,22728.441428571427,9.727142857142857,23283.521907894734,8.515654642618571
2B341,Venaco,4,398.0,207.99999999999997,20947.4725,26.02,23283.420364321606,17.834908653846156
01323,Reyssouze,3,521.0,221.4,23207.246666666662,6.890000000000001,23283.258733205377,8.67007226738934
62239,Coquelles,1,51.0,25.0,23282.91,7.6,23282.91,7.6
54279,Jezainville,1,727.5,298.0,23282.56,8.36,23282.56,8.36
21599,Selongey,10,1917.5,837.1,22898.999,8.086,23282.240599739245,8.74561820571019
18163,Neuvy-Deux-Clochers,3,104.5,56.4,21519.98,28.493333333333336,23282.12272727273,25.712890070921983
03026,Besson,23,687.5,281.7,23795.115652173914,8.248695652173913,23281.95087272727,9.229098331558392
62515,Ligny-Thilloy,2,161.5,62.400000000000006,23398.49,6.725,23281.80715170279,6.569871794871795
84023,Buoux,4,70.5,34.8,23525.6575,24.4125,23281.736808510635,26.723965517241382
89465,Villeperrot,1,173.0,71.0,23281.47,7.04,23281.47,7.04
51496,Saint-Lumier-en-Champagne,2,90.5,35.599999999999994,23183.32,6.27,23281.198729281765,5.903707865168539
38323,Pressins,3,469.5,167.0,23236.683333333334,11.719999999999999,23281.187348242813,11.319802395209582
61476,Suré,6,190.0,78.60000000000001,24047.40166666667,13.99,23280.623526315794,11.58113231552163
30036,Bernis,3,2513.5,1082.2,23493.313333333335,7.23,23279.804945295407,10.800826094991683
22181,Plélauff,8,150.5,70.4,22879.6425,12.317499999999999,23278.681063122924,10.367926136363637
33493,Saint-Yzans-de-Médoc,6,302.0,140.60000000000002,24017.006666666668,14.226666666666667,23278.389933774833,14.086024182076812
28032,Beauvilliers,7,232.0,91.1,25590.97,6.12,23278.38353448276,9.110647639956094
33055,Blaignan-Prignac,5,167.5,72.2,23833.204,13.797999999999998,23277.40056716418,12.050193905817176
76621,Saint-Martin-Osmonville,10,948.0,343.2,24438.159,6.82,23276.344193037978,8.362395104895105
55272,Laimont,3,420.5,172.0,23385.36333333333,5.756666666666667,23275.99813317479,6.393779069767442
18081,Crosses,5,383.0,150.3,23638.197999999997,9.104,23275.628916449084,6.389261477045908
77414,Saint-Hilliers,5,301.5,111.4,23851.094,11.722,23274.84691542288,8.349703770197486
77108,Chelles,5,21359.0,8839.0,23210.608,15.522,23274.682795542863,13.10158547346985
88522,Vomécourt-sur-Madon,1,11.0,4.800000000000001,23274.08,0.0,23274.08,0.0
80813,Vraignes-lès-Hornoy,1,84.5,33.8,23273.43,8.58,23273.43,8.58
89124,Courlon-sur-Yonne,3,1005.0,435.40000000000003,24075.53,8.783333333333333,23273.35023880597,8.980969223702344
88247,Igney,3,662.0,285.09999999999997,24692.103333333333,7.343333333333334,23273.06487915408,9.718505787443002
71421,Saint-Germain-en-Brionnais,1,84.0,29.0,23273.0,6.9,23273.0,6.9
70413,Plancher-Bas,11,1206.5,516.4,23299.204545454544,9.148181818181818,23272.028342312475,8.462635553834236
14045,Basseneville,3,102.0,42.3,23541.47,12.746666666666664,23271.735,15.364988179669028
12060,Castelmary,2,30.5,13.9,23203.525,15.195,23270.982295081965,14.38928057553957
17062,Bresdon,4,88.0,39.9,23428.3225,13.895,23270.64715909091,14.034360902255637
17403,Saint-Simon-de-Bordes,6,292.0,120.9,22547.97333333333,12.646666666666667,23270.484520547947,10.502696443341604
77459,Sourdun,7,1424.0,536.3,24586.044285714284,7.5042857142857144,23269.858016151687,8.223134439679285
59653,Wavrin,5,4759.5,2009.8999999999999,23854.106,10.23,23269.783787162516,11.982515548037215
44056,Fay-de-Bretagne,39,3027.5,1157.2,23971.328717948716,7.061794871794873,23269.74547976879,6.826725717248532
11441,Vinassan,1,1.0,0.4,23269.4,50.0,23269.4,50.0
54076,Blainville-sur-l'Eau,4,913.5,364.90000000000003,24670.122499999998,5.467499999999999,23268.985571975918,11.538572211564812
77398,Sablonnières,4,499.5,214.9,25085.8725,7.4775,23268.641141141143,10.191572824569567
89020,Asnières-sous-Bois,2,88.5,48.900000000000006,22238.77,16.975,23268.396440677967,16.77104294478528
36211,Sassierges-Saint-Germain,11,355.5,148.29999999999998,23064.037272727273,9.389090909090909,23268.31330520394,5.595583277140929
42192,Rozier-Côtes-d'Aurec,1,19.0,7.6,23268.31,10.53,23268.31,10.53
27052,Le Bec-Hellouin,1,15.0,6.199999999999999,23267.96,11.29,23267.96,11.29
26251,Portes-en-Valdaine,4,286.0,137.9,23094.864999999998,20.9,23267.83951048951,16.242777374909352
70557,Villefrancon,1,120.5,47.9,23267.78,6.47,23267.78,6.469999999999999
02693,Saint-Rémy-Blanzy,2,150.5,61.199999999999996,23011.71,9.815000000000001,23267.566212624584,9.636045751633988
17035,Bazauges,2,71.5,38.1,25009.125,5.88,23266.6306993007,10.494488188976376
01279,Oncieu,1,58.5,29.0,23266.45,10.34,23266.45,10.34
62614,Nielles-lès-Ardres,1,109.0,37.0,23266.2,7.3,23266.200000000004,7.299999999999999
88287,Marey,1,12.0,5.5,23265.98,10.91,23265.98,10.91
82124,Montbeton,7,2497.0,1062.9,23843.842857142856,7.252857142857143,23265.784249098917,8.815439834415278
21572,Saint-Seine-en-Bâche,2,331.5,119.0,24489.690000000002,5.82,23265.13713423831,10.505344537815125
2A181,Ocana,6,239.0,121.29999999999998,24888.091666666664,6.036666666666666,23264.656778242676,13.027007419620775
64120,Beyrie-sur-Joyeuse,9,212.5,81.8,23635.70111111111,13.393333333333333,23264.47590588235,12.59314180929095
21681,Vieux-Château,1,7.0,3.4,23264.41,14.71,23264.41,14.71
03023,Bellerive-sur-Allier,8,6112.5,2927.0,23973.66375,10.63625,23264.146053169734,13.564595831909802
03311,Vicq,4,196.0,87.5,23205.9625,14.86,23263.89183673469,13.7112
59224,Féchain,1,733.0,316.00000000000006,23263.62,9.84,23263.620000000003,9.84
42046,Champdieu,9,1436.0,631.3,23819.17777777778,12.964444444444446,23263.56989902507,8.91647235862506
62006,Achiet-le-Petit,1,46.0,24.0,23263.4,4.17,23263.4,4.17
54004,Affléville,1,138.0,56.0,23263.17,19.64,23263.17,19.640000000000004
70383,Neuvelle-lès-Cromary,2,120.0,41.1,23378.0,10.15,23262.788,10.219708029197081
45082,Châteauneuf-sur-Loire,15,4335.0,1824.8999999999999,24051.745333333332,16.535999999999998,23262.768286043825,10.799215847443696
71193,Étrigny,7,348.5,156.39999999999998,23664.91857142857,7.888571428571429,23262.60199426112,10.421157289002558
73036,Bellecombe-en-Bauges,5,176.0,73.10000000000001,23081.382,17.738,23262.404886363634,16.41879616963064
82195,Villemade,2,413.0,178.89999999999998,23328.574999999997,11.22,23261.897542372877,11.236048071548352
42162,Ouches,3,790.0,314.9,24358.039999999997,4.556666666666667,23261.281867088608,5.051918069228328
05079,Le Monêtier-les-Bains,14,943.0,465.5,23734.61357142857,12.095714285714285,23260.585683987272,14.20015037593985
62805,Tangry,1,206.0,81.0,23259.29,12.47,23259.29,12.47
59516,Rubrouck,7,634.0,236.9,24644.972857142857,8.275714285714285,23259.039794952678,10.725580413676658
29197,Plouhinec,21,3029.5,1553.0,24367.403333333332,12.397619047619049,23258.161559663313,11.344110753380553
51035,Bannes,3,280.5,117.7,22333.01,15.253333333333332,23257.847023172904,11.471104502973661
42113,Jas,1,125.5,54.0,23257.62,12.96,23257.62,12.96
81319,Villeneuve-sur-Vère,5,312.5,130.6,22692.091999999997,12.672,23257.585616,14.089816232771824
07159,Mirabel,9,488.0,201.39999999999998,23100.30222222222,9.685555555555556,23257.295799180327,9.928555114200597
84027,Caderousse,17,2329.5,991.9,24988.33529411765,10.737647058823528,23256.954213350502,12.369765097288031
33167,Floirac,3,5306.5,2301.0,23279.25,11.423333333333332,23256.882494111,11.509243807040418
55300,Longeaux,1,133.0,56.0,23256.68,8.21,23256.68,8.21
86049,Chalais,4,356.5,157.6,23481.5175,10.575,23256.522131837304,10.911694162436548
60257,Fresne-Léguillon,1,333.0,117.0,23256.52,8.46,23256.52,8.46
57322,Hestroff,2,438.5,171.79999999999998,30035.09,11.715,23256.412120866593,14.318440046565772
35041,Brie,6,764.5,274.6,24868.786666666667,7.141666666666667,23256.284159581428,7.827636562272396
21122,Bussy-le-Grand,6,291.0,127.5,22987.67,11.280000000000001,23256.277113402062,12.782486274509806
54485,Saint-Pancré,2,160.0,70.0,22319.63,27.37,23256.098,17.42742857142857
07306,Sampzon,2,46.5,23.9,23255.9,13.885000000000002,23255.9,13.803723849372386
12236,Saint-Laurent-de-Lévézou,3,67.0,31.599999999999998,23548.716666666664,1.2666666666666666,23255.599253731343,3.162658227848101
24419,Saint-Germain-et-Mons,5,463.0,196.9,23192.646,9.995999999999999,23254.668120950322,10.714159471813103
39183,Crotenay,4,526.0,231.3,25546.5125,5.5175,23254.358336501904,9.126515348032855
39074,Brans,1,123.0,52.0,23253.78,11.73,23253.78,11.73
37186,Pont-de-Ruan,1,12.0,4.1,23253.43,7.32,23253.430000000004,7.32
03233,Saint-Genest,5,205.0,80.2,23641.28,6.83,23253.017268292686,5.488740648379053
81042,Burlats,14,759.5,340.5,23714.184285714287,12.72642857142857,23252.883772218567,11.95396182085169
72048,Briosne-lès-Sables,2,297.5,105.1,23151.815000000002,1.85,23252.678352941177,2.8550903901046625
69242,Taponas,1,230.0,78.60000000000001,23252.39,7.63,23252.39,7.63
47083,Doudrac,3,74.0,31.300000000000004,23650.763333333336,6.04,23252.289594594597,5.752396166134186
71037,Bissy-sur-Fley,1,98.0,45.9,23252.24,16.99,23252.24,16.99
55368,Naives-en-Blois,4,158.5,61.699999999999996,24133.2275,7.6275,23251.560599369088,6.480810372771475
57079,Bibiche,5,317.0,124.7,23606.21,10.736,23251.09189274448,11.627169206094626
39583,Vosbles-Valfin,2,76.5,42.1,24047.949999999997,8.455,23250.475098039216,13.777030878859858
28401,Vaupillon,5,186.5,80.2,23811.244,6.746,23250.313538873997,7.855947630922693
95604,Survilliers,1,1889.5,741.0,23249.95,7.83,23249.95,7.83
33268,Margaux-Cantenac,8,1634.5,706.6,24098.087499999998,8.89625,23249.413496482106,9.07057175205208
71050,Bourgvilain,3,107.0,53.5,23243.076666666664,10.516666666666667,23249.334252336448,11.96452336448598
76010,Ancretiéville-Saint-Victor,4,281.0,100.00000000000001,23288.1475,6.1025,23249.246939501776,7.8972500000000005
85127,Longeville-sur-Mer,20,2363.5,1261.0,24411.3395,13.239500000000001,23249.200055003177,10.667812053925456
66028,Cabestany,4,7798.5,3491.1,23291.72,13.64,23249.196521767004,12.88617885480221
85178,Le Poiré-sur-Vie,43,6410.5,2471.2000000000003,23217.092790697676,10.267906976744186,23248.964771078692,6.867837083198445
55405,Pillon,3,217.0,92.69999999999999,23911.75,15.219999999999999,23248.66129032258,17.478058252427186
39525,Tassenières,1,5.0,2.3,23248.64,21.74,23248.64,21.74
71093,La Chapelle-Saint-Sauveur,9,363.5,177.5,22813.992222222223,16.624444444444446,23248.61348005502,14.534490140845072
76146,Buchy,9,1233.5,576.5,23536.56111111111,10.31111111111111,23248.454442642887,11.988679965307893
24445,Saint-Marcel-du-Périgord,1,33.0,13.8,23248.35,8.7,23248.35,8.7
90065,Lepuix,9,835.5,388.8,22154.105555555558,9.505555555555555,23248.078904847396,8.56490997942387
35211,Paimpont,33,1319.5,572.9,22871.99,14.886363636363637,23247.919162561575,13.405217315412811
14649,Saint-Pierre-du-Bû,1,102.0,42.9,23247.89,2.33,23247.89,2.33
41285,Villeny,15,464.0,193.89999999999998,24012.16,9.313333333333334,23247.781939655168,11.348432181536879
08401,Saulces-Champenoises,4,235.5,98.9,22044.829999999998,8.6725,23247.145350318475,6.674600606673407
27064,Berville-sur-Mer,2,127.5,53.4,25332.655,10.190000000000001,23246.813764705883,14.042284644194758
35180,Miniac-sous-Bécherel,5,423.5,157.2,23583.510000000002,11.947999999999999,23246.690814639907,12.911361323155218
27177,Coudres,3,295.0,121.2,22828.556666666667,7.863333333333333,23246.524,9.073795379537955
43127,Malvalette,5,176.0,67.0,23208.864,3.55,23246.249318181817,8.057656716417911
49129,Écouflant,5,1789.0,777.8,25298.446000000004,5.726000000000001,23246.094589155953,5.011356389817434
81027,Belleserre,1,59.0,25.000000000000004,23246.08,4.0,23246.08,4.0
18235,Sainte-Solange,11,1067.0,462.8,24369.96090909091,6.897272727272727,23245.548659793818,6.613046672428696
21685,Villaines-en-Duesmois,6,267.0,127.2,26427.811666666665,7.778333333333333,23245.241872659175,14.153490566037735
70321,Magny-Vernois,1,893.5,393.0,23243.98,9.95,23243.98,9.95
63154,Espirat,1,369.5,152.79999999999998,23243.79,9.16,23243.790000000005,9.16
59351,Limont-Fontaine,1,33.0,15.0,23243.66,10.0,23243.66,10.0
28091,Les Châtelliers-Notre-Dame,4,107.0,42.9,23290.1475,0.0,23243.394392523365,0.0
10015,Aubeterre,2,78.0,25.8,23767.98,0.0,23242.863076923073,0.0
50498,Saint-Joseph,3,293.5,116.50000000000001,23750.733333333334,7.296666666666667,23242.495706984668,7.641442060085836
43249,Valprivas,9,342.0,153.79999999999998,23745.82777777778,12.78,23242.48029239766,10.208335500650197
28184,Gouillons,3,327.0,127.2,24871.096666666665,6.726666666666667,23242.315596330274,11.080825471698112
17073,Bussac-sur-Charente,4,860.0,371.19999999999993,23667.95,11.035,23242.202110465118,8.595304418103447
89264,Montacher-Villegardin,13,608.0,252.5,24775.87,8.302307692307693,23241.81384868421,11.011386138613862
12055,La Capelle-Bonance,3,39.0,20.799999999999997,22100.123333333333,22.156666666666666,23241.566923076924,19.710769230769234
26177,Marsaz,2,370.5,155.20000000000002,24136.614999999998,10.035,23241.062726045886,13.72375
10100,Clérey,5,926.0,367.49999999999994,23048.592,9.618,23240.53997300216,10.721521088435376
40312,Tarnos,6,3727.5,1711.1,24034.161666666667,9.563333333333334,23240.39166465459,9.926591081760272
53200,Saint-Baudelle,2,461.0,164.29999999999998,23253.38,3.11,23240.125986984815,6.023140596469872
27472,Portes,2,74.0,27.099999999999998,23781.855,12.280000000000001,23240.027027027027,12.542214022140223
55166,Dugny-sur-Meuse,6,1243.5,513.6,22581.963333333333,6.928333333333334,23239.817780458387,7.395461448598129
60483,Orvillers-Sorel,2,374.5,161.9,23767.32,11.475000000000001,23239.706915887848,10.933582458307598
57213,Filstroff,4,437.5,191.10000000000002,23826.975,13.35,23239.174399999996,12.81960753532182
88132,Deyvillers,1,494.5,212.20000000000002,23238.78,12.16,23238.78,12.16
55246,Hévilliers,2,134.5,55.8,23169.875,6.7,23238.333940520446,6.991111111111112
76353,Héberville,1,22.0,9.0,23238.12,8.89,23238.12,8.89
07169,Ozon,1,69.0,28.0,23237.25,14.29,23237.25,14.290000000000001
30055,Brouzet-lès-Alès,3,446.0,198.6,22695.153333333332,14.486666666666666,23237.14183856502,13.143625377643502
71052,Boyer,5,397.0,186.7,21575.541999999998,15.851999999999999,23236.468992443322,12.104724156400644
22349,Trédrez-Locquémeau,9,718.0,353.0,26065.402222222223,7.017777777777778,23236.315181058497,12.124878186968838
38198,Jarcieu,1,827.5,348.0,23235.86,10.89,23235.860000000004,10.89
18281,Vignoux-sur-Barangeon,10,1426.5,607.8000000000001,23437.581,9.055,23235.61939011567,7.667492596248764
19176,Rosiers-d'Égletons,14,685.0,310.5,23438.669285714284,9.040714285714285,23235.110781021896,8.858115942028984
