insee,commune_name,total_tiles,total_population,total_households,avg_income_person,mean_poverty_rate,avg_income_person_popweighted,mean_poverty_rate_hhweighted
01397,Sauverny,1,2.0,0.7,50068.7,0.0,50068.7,0.0
74016,Archamps,2,875.5,390.1,49640.675,8.16,48947.449674471725,8.64133042809536
74031,Beaumont,3,633.0,233.3,45322.386666666665,8.243333333333334,48473.755718799366,7.326270895842263
74185,Monnetier-Mornex,2,212.5,71.3,42958.475,21.325,46694.07870588235,3.363604488078541
78561,Saint-Lambert,1,34.0,9.400000000000002,46234.77,0.0,46234.77,0.0
74180,Messery,3,740.5,272.3,46860.20333333333,8.093333333333332,45724.85103983795,6.719313257436651
74145,Juvigny,1,266.5,107.0,44873.32,4.77,44873.32,4.77
01180,Grilly,2,473.0,192.09999999999997,47116.21,4.315,44800.401331923895,7.807881311816764
74088,Copponex,2,288.0,98.8,40278.134999999995,7.324999999999999,44709.009791666664,5.874412955465586
74299,Veyrier-du-Lac,6,2021.5,863.9000000000001,44966.743333333325,5.44,44599.409035369776,5.406698691978238
74052,Cernex,3,323.0,126.0,43772.96333333334,4.223333333333334,44374.57746130031,5.394976190476191
78372,Marly-le-Roi,1,872.5,286.0,44257.34,6.99,44257.34,6.99
92064,Saint-Cloud,2,11765.0,4986.9,43006.435,8.46,43724.39786740332,7.317125067677315
68061,Buschwiller,1,275.0,113.0,43622.37,2.65,43622.37,2.65
78571,Saint-Nom-la-Bretèche,4,4177.0,1445.3,44237.6175,3.66,43471.28553986115,3.6710641389330942
74124,Feigères,2,951.0,404.00000000000006,44289.135,6.885,43072.037602523655,8.639497524752475
74025,Ballaison,3,694.0,259.0,43202.02,5.396666666666666,43051.569517291064,6.178250965250965
01153,Échenevex,3,1495.5,526.7,37613.613333333335,12.62,42804.381838849884,8.276096449591797
74168,Marlioz,1,108.5,41.1,42598.57,7.3,42598.57,7.300000000000001
74293,Veigy-Foncenex,11,3124.0,1398.7,44528.85272727273,6.888181818181818,42388.71442861716,9.452134124544218
74101,Dingy-en-Vuache,3,380.5,141.0,42218.11666666667,9.06,42211.577253613665,7.871489361702128
74201,Neydens,1,778.5,331.4,42160.42,6.91,42160.42,6.909999999999999
78233,Feucherolles,3,2013.5,669.0,42964.80333333334,5.26,42148.62181028061,4.485919282511211
01103,Chevry,1,465.0,174.0,42017.5,9.14,42017.5,9.14
51457,Reuil,1,23.0,8.4,41892.08,0.0,41892.08,0.0
78653,Vicq,1,34.0,12.8,41594.86,0.0,41594.86,0.0
78289,Grosrouvre,4,589.0,222.60000000000002,41527.45,2.6875,41577.744329371824,3.1017834681042227
74296,Vers,1,227.0,82.0,41465.25,4.88,41465.25,4.88
78162,Choisel,2,59.5,21.099999999999998,38626.0,15.505,41338.48949579832,6.637725118483412
74216,Présilly,2,136.5,55.199999999999996,41675.205,7.585,41273.006153846145,5.7972282608695656
74040,Bonne,2,1058.5,425.20000000000005,41342.805,7.9350000000000005,41235.303863958434,7.949595484477892
01143,Divonne-les-Bains,20,9191.5,3917.2,43064.881,7.8255,41191.38032747648,9.093987797406308
78358,Maisons-Laffitte,1,3763.5,1538.1000000000001,40980.02,6.1,40980.02,6.1
74128,Fillinges,3,668.0,279.9,40816.36666666667,6.946666666666666,40809.95190868263,4.96459807073955
74153,Lucinges,1,265.5,104.8,40690.9,9.73,40690.9,9.73
78152,Chavenay,2,739.0,271.70000000000005,41206.87,4.1,40658.12236806495,4.67311004784689
68094,Folgensbourg,1,34.0,13.200000000000001,40656.26,7.58,40656.26,7.58
68182,Leymen,10,1078.5,463.90000000000003,39814.141,3.9770000000000003,40516.398446917025,6.017738736796724
74309,Viry,16,4574.5,2030.1,41667.8975,7.803125,40378.291510547606,9.159154721442295
74070,Chens-sur-Léman,7,2376.0,1030.3,42182.95428571429,6.258571428571429,40326.29033670033,9.499720469766087
91645,Verrières-le-Buisson,1,1178.5,419.0,40237.91,2.15,40237.91,2.15
01436,Vesancy,1,411.5,173.59999999999997,40234.08,7.14,40234.08,7.14
68232,Neuwiller,4,447.5,214.1,39526.4525,2.6075,40116.17072625698,4.575796356842597
01078,Challex,7,1267.0,517.8,39982.48285714286,13.667142857142858,39901.88828334649,9.599943993820006
74288,Valleiry,3,2922.5,1237.1,41622.62333333333,8.616666666666667,39780.982893071,9.538490825317275
77145,Crisenoy,2,11.0,3.5,39760.81,0.0,39760.810909090906,0.0
74144,Jonzier-Épagny,2,410.5,160.1,40786.015,9.08,39723.76496954933,10.05890693316677
74199,Nernier,1,258.5,121.89999999999999,39528.0,12.39,39528.0,12.39
78431,Morainvilliers,2,1324.5,467.0,34785.645,4.8100000000000005,39515.878248395624,4.305074946466809
74162,Marcellaz,1,289.0,101.00000000000003,39235.23,1.98,39235.23,1.98
74013,Anthy-sur-Léman,3,1349.0,537.1,41235.956666666665,6.28,39153.3319125278,6.850189908769317
74116,Etaux,4,670.0,238.89999999999998,38895.915,3.27,39152.05758208955,4.146948514022604
74184,Minzier,2,644.5,245.90000000000006,37969.405,10.9,39099.66932505818,10.652533550223668
68160,Kappelen,1,76.0,32.400000000000006,38995.52,8.95,38995.52,8.95
78196,Davron,1,273.0,102.10000000000001,38949.88,5.88,38949.88,5.88
74082,Collonges-sous-Salève,1,23.0,10.0,38918.7,35.0,38918.7,35.0
68190,Lucelle,2,10.0,5.0,38832.265,0.0,38832.263,0.0
68208,Michelbach-le-Haut,1,382.0,157.9,38827.27,1.9,38827.27,1.9
74244,Saint-Laurent,4,306.5,121.80000000000001,37648.08,7.6625,38805.44110929853,6.649786535303776
74285,Usinens,1,91.0,32.1,38734.18,5.92,38734.18,5.92
78466,Orgeval,5,4552.5,1617.8000000000002,43844.888,2.94,38728.08291817683,4.701006304858449
92002,Antony,1,8206.5,3631.0,38712.12,6.03,38712.12,6.03
74224,La Roche-sur-Foron,2,213.5,74.1,38237.335,6.855,38704.105339578455,6.6157894736842096
74086,Contamine-Sarzin,2,252.5,90.7,39100.91,11.940000000000001,38691.99805940594,11.90446527012128
74087,Contamine-sur-Arve,1,749.0,265.09999999999997,38686.49,3.77,38686.49,3.77
74109,Éloise,2,546.0,205.0,38622.005000000005,2.805,38623.88858974359,2.875770731707317
78356,Magny-les-Hameaux,4,349.0,130.7,37473.74,6.1825,38551.64836676217,5.278048967100231
01288,Péron,7,1482.0,577.9,39163.33142857143,6.782857142857142,38542.001575573544,8.148712580031146
21150,Chassagne-Montrachet,2,173.5,87.0,39456.83,1.85,38515.06587896254,3.4448275862068964
74006,Allonzier-la-Caille,2,393.5,136.89999999999998,38853.024999999994,3.455,38460.81054637865,3.1419941563184803
01135,Crozet,4,955.0,346.1,40268.89,9.075,38441.25568586387,10.109407685639988
78350,Louveciennes,1,2336.5,929.0,38404.14,5.49,38404.14,5.49
78189,Crespières,5,1686.0,602.5,39015.240000000005,5.43,38321.366094306046,4.018390041493776
74260,Savigny,2,189.0,70.5,38523.785,9.95,38275.22306878307,10.920482269503546
68264,Ranspach-le-Haut,1,381.5,148.0,38243.1,4.05,38243.1,4.05
74243,Saint-Julien-en-Genevois,7,8298.0,3797.2999999999997,41339.00285714286,7.7542857142857144,38129.472734996394,11.423130645458615
74094,Cranves-Sales,3,2715.0,1175.7,39507.34333333333,7.453333333333333,38118.63941436464,7.895638343114741
01281,Ornex,2,1036.5,400.8,40520.21,14.155000000000001,38107.021447178,14.47184131736527
01360,Saint-Jean-de-Gonville,3,1401.0,572.9,38053.38333333333,9.453333333333333,38087.91127052106,9.581340548088672
92012,Boulogne-Billancourt,2,51586.5,25018.0,38356.64,9.235,38080.785724850495,9.284450395715083
78010,Les Alluets-le-Roi,2,1020.5,379.0,37134.740000000005,3.025,38068.06690347869,3.4315646437994727
74211,Pers-Jussy,8,1745.0,682.6,38372.7825,5.5225,38051.794527220634,6.386850278347496
69202,Sainte-Foy-lès-Lyon,1,1679.0,617.0,38032.81,3.57,38032.81,3.5700000000000003
74298,Vétraz-Monthoux,1,753.0,283.1,38019.07,9.89,38019.07,9.89
69191,Saint-Cyr-au-Mont-d'Or,1,1207.0,495.09999999999997,37915.73,7.27,37915.73,7.27
68126,Hégenheim,4,2050.5,926.0,38689.942500000005,13.3925,37912.89234576933,5.520539956803456
68120,Hagenthal-le-Bas,1,320.0,134.20000000000002,37801.8,2.98,37801.8,2.98
74095,Crempigny-Bonneguête,1,52.0,19.0,37738.42,5.26,37738.42,5.26
74259,Le Sappey,6,330.0,127.0,38115.12333333333,9.676666666666668,37629.54048484848,9.291937007874015
25405,Montperreux,1,314.0,120.90000000000002,37582.74,4.05,37582.74,4.05
78322,Jouy-en-Josas,2,3282.0,1309.0,36978.145000000004,7.869999999999999,37570.108194698354,7.7145301757066465
78398,Les Mesnuls,2,572.5,226.50000000000003,36697.119999999995,9.22,37539.13510917031,7.459752759381898
92063,Rueil-Malmaison,6,37595.0,15578.1,39905.085,6.195,37531.065857161855,6.887553937900002
78193,Dampierre-en-Yvelines,3,459.0,187.9,40112.96666666667,3.233333333333333,37469.554074074076,5.32353379457158
74306,Villy-le-Bouveret,1,341.5,125.9,37391.7,6.27,37391.7,6.27
13095,Saint-Marc-Jaumegarde,7,636.5,227.4,37867.36714285715,8.44142857142857,37368.677329143764,8.663522427440634
51362,Merfy,1,7.0,2.9000000000000004,37363.5,0.0,37363.5,0.0
77372,Pomponne,1,15.0,6.0,37270.43,0.0,37270.43,0.0
68027,Berentzwiller,1,193.0,83.89999999999999,37260.64,2.5,37260.64,2.5
78164,Clairefontaine-en-Yvelines,4,688.5,269.1,38091.5325,3.32,37225.80160493827,4.0490449646971385
78575,Saint-Rémy-lès-Chevreuse,2,2131.0,874.9999999999999,37927.34,3.77,37215.85902862506,4.125419428571429
78125,La Celle-les-Bordes,7,617.5,233.6,35793.03571428572,2.455714285714286,37206.62317408907,4.1543578767123295
69194,Saint-Didier-au-Mont-d'Or,2,2691.0,1078.1,37552.755000000005,5.335,37157.629169453736,5.666056024487525
74200,Neuvecelle,1,1066.0,446.90000000000003,37100.65,4.03,37100.65,4.03
74209,Peillonnex,1,373.5,149.0,37094.52,6.78,37094.52,6.78
38045,Biviers,1,17.0,6.499999999999999,37079.41,7.69,37079.41,7.6899999999999995
68183,Liebenswiller,1,5.0,1.6,37059.66,6.25,37059.66,6.25
91538,Saint-Aubin,1,524.5,208.0,37003.77,2.88,37003.77,2.88
78117,Buc,1,2303.0,884.0,36886.32,3.17,36886.32,3.17
74054,Chainaz-les-Frasses,1,147.0,52.0,36854.7,3.65,36854.7,3.6499999999999995
68286,Rosenau,1,896.0,384.09999999999997,36839.88,2.86,36839.88,2.86
57118,Budling,1,4.0,1.1,36836.38,0.0,36836.38,0.0
74007,Amancy,3,1668.0,665.9,37688.5,3.6733333333333333,36726.12268285372,3.8624508184412067
25318,Jougne,11,1344.0,600.6,37074.233636363635,7.247272727272727,36699.587563244044,4.961110556110556
74122,Faucigny,1,257.0,101.1,36688.29,4.85,36688.29,4.85
01354,Saint-Genis-Pouilly,3,1760.0,672.9000000000001,34833.753333333334,13.113333333333335,36662.83645454545,12.158903254569772
78334,Lévis-Saint-Nom,1,17.0,6.0,36636.91,0.0,36636.91,0.0
78672,Villennes-sur-Seine,1,1988.0,823.9000000000001,36636.33,8.13,36636.33,8.13
57282,Hagen,1,76.0,40.9,36597.07,7.09,36597.07,7.09
78522,Rochefort-en-Yvelines,3,607.5,271.90000000000003,38912.14,3.8299999999999996,36587.250930041155,5.483093048915042
74203,Novel,2,40.0,21.400000000000006,36514.03,18.59,36514.038,18.220280373831773
68013,Attenschwiller,1,506.0,206.7,36512.15,3.73,36512.15,3.73
74262,Scientrier,1,324.5,139.9,36483.43,7.86,36483.43,7.86
68035,Biederthal,3,297.5,122.9,35407.79666666667,4.6933333333333325,36442.52020168067,4.882131814483319
90028,Courtelevant,1,31.5,11.9,36420.22,0.0,36420.22,0.0
78124,Carrières-sur-Seine,1,5431.0,2257.1,36402.71,5.85,36402.71,5.85
74018,Arenthon,4,851.0,336.1,36981.3575,5.9075,36390.39567567568,6.84476941386492
76617,Saint-Martin-du-Vivier,1,672.0,238.89999999999995,36348.93,2.09,36348.93,2.09
74096,Cruseilles,12,3878.0,1759.0,40361.793333333335,8.725,36347.95811500774,8.6481461057419
01313,Prévessin-Moëns,5,4727.0,1964.2,36159.194,15.437999999999999,36330.149868838584,15.395150188371856
60028,Aumont-en-Halatte,1,426.0,171.89999999999998,36324.1,2.97,36324.1,2.97
01419,Thoiry,11,4443.5,1822.3,38017.47363636364,10.744545454545454,36317.3587487341,13.777899906711301
78383,Maurepas,1,525.5,219.0,36295.71,5.43,36295.71,5.43
25392,Mont-de-Vougney,1,30.0,11.0,36263.99,0.0,36263.99,0.0
74193,La Muraz,6,700.5,284.7,36660.32,10.281666666666666,36161.910092790866,9.34107832806463
78616,Thoiry,1,328.0,118.19999999999999,36126.31,1.52,36126.31,1.52
01173,Gex,8,6249.0,2772.5,39750.655,12.38625,36122.249104656745,9.76470081154193
10103,Colombé-le-Sec,2,39.0,15.299999999999999,36084.95,6.045,36084.950000000004,5.882875816993464
10366,Saulcy,1,57.0,29.0,36056.96,3.45,36056.96,3.45
74137,Groisy,10,2737.0,1145.9,37080.091,4.865,36053.02464559737,4.982633737673446
74177,Menthonnex-en-Bornes,3,344.5,123.9,35280.93,9.696666666666667,36039.33949201742,7.829144471347861
25361,Malbuisson,1,55.0,21.0,36018.06,4.76,36018.06,4.76
31227,Goyrans,1,366.0,128.0,35867.73,3.13,35867.73,3.13
68197,Magstatt-le-Bas,1,459.5,175.00000000000003,35836.9,2.86,35836.9,2.86
78202,Drocourt,1,9.0,4.1,35830.72,9.76,35830.72,9.76
25148,La Chenalotte,1,273.0,104.99999999999999,35821.14,1.9,35821.14,1.9
78497,Poigny-la-Forêt,8,562.5,232.39999999999998,33423.25875,4.6937500000000005,35807.093440000004,3.313270223752151
25425,Noël-Cerneux,1,321.0,118.9,35800.74,0.84,35800.74,0.84
69153,Poleymieux-au-Mont-d'Or,2,518.5,190.0,35261.024999999994,2.795,35756.92764705882,4.736789473684211
74226,Saint-André-de-Boëge,4,304.0,120.30000000000001,36033.42,4.4625,35738.40853618421,4.819434746467165
92048,Meudon,3,9527.5,4088.8,36169.14,6.43,35736.74531356599,9.147889356290353
78420,Montfort-l'Amaury,1,733.0,318.9,35701.04,8.75,35701.04,8.75
68347,Vieux-Ferrette,1,5.0,2.0,35694.96,10.0,35694.96,10.0
74313,Vovray-en-Bornes,1,272.5,103.9,35674.5,4.81,35674.5,4.81
74147,Lathuile,1,98.5,40.099999999999994,35666.48,5.24,35666.48,5.24
31462,Rouffiac-Tolosan,1,636.0,241.9,35635.79,5.37,35635.79,5.37
91225,Étiolles,2,779.5,338.3,29497.585,3.7,35631.09248877486,7.393437777120899
74315,Yvoire,3,648.5,279.5,33771.13333333334,11.106666666666667,35587.45637625289,14.096586762075134
74237,Saint-Gingolph,6,737.5,345.8,33502.985,10.945,35582.26206101695,7.549956622325044
69250,La Tour-de-Salvagny,2,1328.5,506.0,35869.354999999996,2.62,35577.45709446744,2.766213438735177
68222,Muespach-le-Haut,1,248.0,95.1,35561.92,2.63,35561.92,2.63
74229,Saint-Cergues,5,2479.5,1081.4,37850.490000000005,6.276,35554.88358136721,8.406014425744406
51061,Billy-le-Grand,1,78.5,31.9,35549.44,3.45,35549.44,3.45
74037,Boëge,6,309.5,119.1,34048.441666666666,11.33,35521.091437802905,7.638471872376155
74220,Reignier-Ésery,11,5514.5,2454.8,39382.204545454544,6.369999999999999,35507.48458609122,9.539098500896205
31418,Pin-Balma,1,39.0,13.0,35497.68,0.0,35497.68,0.0
60138,Chamant,1,191.0,77.89999999999998,35460.07,2.44,35460.07,2.44
78389,Méré,2,241.0,85.7,28736.375,0.0,35451.410829875516,0.0
78030,Auffargis,4,1503.5,595.2,36268.9575,3.51,35443.46553708015,3.1926848118279567
78646,Versailles,10,44462.5,19354.8,31893.829999999998,6.2410000000000005,35440.19814349171,7.256894723789449
73300,Tresserve,2,313.0,159.0,35193.71,8.825000000000001,35358.36348242811,9.434528301886793
74076,Choisy,4,686.0,257.3,36311.0,4.6925,35309.10163265306,5.441232024873687
78655,Vieille-Église-en-Yvelines,1,441.5,178.0,35301.05,3.93,35301.05,3.9300000000000006
74179,Mésigny,1,134.5,47.900000000000006,35272.23,0.0,35272.23,0.0
67236,Kienheim,1,18.0,7.6,35268.78,0.0,35268.78,0.0
74051,Cercier,1,91.0,38.99999999999999,35253.15,12.82,35253.15,12.82
91064,Bièvres,2,1954.5,780.8999999999999,38834.6,3.6,35212.396955743156,7.174183634268153
68341,Uffheim,1,575.5,258.0,35178.06,4.65,35178.06,4.65
74188,Montriond,6,81.5,31.7,31088.036666666667,8.636666666666667,35087.8836196319,13.567539432176655
35241,La Richardais,1,3.0,1.7,35074.5,0.0,35074.5,0.0
68349,Village-Neuf,3,1501.0,689.8,38259.26666666667,11.863333333333335,35050.44405063291,7.393905479849232
78576,Saint-Rémy-l'Honoré,4,1138.0,443.1,36414.6275,3.945,35043.624156414764,5.4160686075378015
74077,Clarafond-Arcine,5,656.0,254.89999999999998,34241.21,8.292,35041.49432926829,10.203315025500196
74219,Quintal,2,866.5,322.5,36028.595,6.8100000000000005,35039.09560877091,4.655196899224806
78590,Senlisse,2,365.5,157.0,33241.735,9.01,35030.78887824897,5.09452229299363
74130,Franclens,2,489.0,170.9,34974.085,5.62,34968.32963190184,5.268110005851375
68163,Kembs,6,2506.5,1060.3,35678.86833333334,3.223333333333333,34967.15626171953,4.981282655852118
78643,Vernouillet,1,792.0,244.0,34941.98,4.1,34941.98,4.1
13012,Beaurecueil,2,152.0,64.39999999999999,28792.41,10.610000000000001,34921.49881578947,4.6629192546583855
68238,Niffer,2,971.5,379.5,34926.18,3.84,34918.9602367473,3.8731488801054015
95574,Saint-Prix,1,1273.5,471.09999999999997,34917.89,5.73,34917.89,5.7299999999999995
78349,Longvilliers,2,172.5,69.5,34896.675,10.879999999999999,34889.518057971014,11.225755395683453
10155,Fontette,3,186.0,80.0,34469.96,8.36,34850.81,9.998149999999999
78307,Hermeray,3,72.0,28.9,34719.083333333336,3.31,34814.58180555556,4.497508650519031
74043,Bons-en-Chablais,5,3588.5,1409.3,35835.748,7.481999999999999,34805.66183084854,8.36299439438019
76002,Alvimare,1,17.0,5.6,34799.33,7.14,34799.33,7.14
69140,Morancé,2,393.0,146.3,34536.045,1.82,34798.34066157761,1.9115789473684213
68271,Riedisheim,1,1194.5,569.0,34775.78,3.87,34775.78,3.8700000000000006
92023,Clamart,3,16355.0,7077.0,35055.34666666667,7.25,34664.163447569554,7.872553341811502
74048,Brenthonne,1,250.0,94.89999999999999,34643.56,9.48,34643.56,9.48
74105,Douvaine,5,5899.5,2674.8999999999996,34625.896,11.462,34638.21097804899,11.452684960185431
78264,Gambaiseuil,2,57.0,25.9,34623.815,17.285,34623.829473684214,14.674826254826254
68221,Muespach,2,556.5,234.00000000000003,35400.745,5.41,34612.179748427676,6.069743589743591
78120,Bullion,5,1429.5,540.6,34729.322,3.092,34595.96672263029,3.1442045874953757
01158,Farges,1,499.0,201.00000000000003,34595.15,12.44,34595.15,12.439999999999998
42092,L'Étrat,1,255.0,96.00000000000004,34582.74,1.04,34582.74,1.04
68194,Lutter,1,228.0,106.0,34575.11,6.6,34575.11,6.599999999999999
78550,Saint-Germain-de-la-Grange,1,800.0,309.0,34550.32,4.21,34550.32,4.21
78263,Gambais,11,2091.5,775.4,34944.57818181818,3.5827272727272725,34529.72321300502,3.856915140572607
74055,Challonges,2,362.0,144.79999999999998,34416.095,5.645,34521.29886740332,5.5268024861878455
25442,Oye-et-Pallet,2,654.0,262.0,34848.515,4.905,34510.118784403676,3.4325954198473285
68265,Rantzwiller,1,292.5,116.8,34507.44,4.2,34507.44,4.2
74102,Dingy-Saint-Clair,6,947.0,353.2,34721.39833333333,7.740000000000001,34447.32591341077,5.266582672706681
25348,Longevilles-Mont-d'Or,3,204.0,83.5,34974.27333333334,1.25,34447.0893627451,3.592814371257485
74150,Loisin,1,76.5,31.1,34397.48,9.65,34397.48,9.65
68169,Kœstlach,2,348.0,132.8,32559.53,1.515,34382.364252873565,3.0117469879518066
74311,Viuz-en-Sallaz,9,2534.0,1032.6999999999998,35128.084444444445,6.714444444444444,34363.24033741121,8.376852909847972
74020,Armoy,1,446.5,156.89999999999998,34347.33,1.27,34347.33,1.27
68263,Ranspach-le-Bas,1,351.0,152.0,34318.5,7.17,34318.5,7.169999999999999
74015,Arbusigny,4,461.0,170.0,35276.99,5.815,34314.4011713666,7.763764705882354
74163,Margencel,1,630.0,261.0,34301.08,2.64,34301.08,2.64
74261,Saxel,1,22.0,8.3,34281.5,2.41,34281.5,2.41
68042,Blotzheim,4,3496.5,1598.0,34986.54,8.584999999999999,34277.08722007722,7.383950563204004
95002,Ableiges,1,10.0,4.3,34264.69,9.3,34264.69,9.3
78053,Béhoust,1,323.5,120.99999999999999,34251.05,3.22,34251.05,3.22
51282,Gueux,4,1754.0,657.7,34091.05,1.395,34248.36344070696,2.1282910141401854
06089,Opio,1,192.0,70.0,34247.09,9.71,34247.09,9.71
95584,Santeuil,1,59.5,22.9,34244.19,0.0,34244.19,0.0
78242,Fontenay-le-Fleury,1,1602.0,622.9,34242.71,3.53,34242.71,3.5300000000000002
25320,Labergement-Sainte-Marie,5,1147.0,522.8,35903.268,7.029999999999999,34235.580836966,4.592130833970926
78321,Jouars-Pontchartrain,2,1286.0,474.0,34674.26,3.04,34208.85721617418,4.220759493670886
91679,Villiers-le-Bâcle,1,468.0,170.7,34195.91,2.4,34195.91,2.4
06060,Falicon,1,556.0,214.9,34181.33,7.86,34181.33,7.86
69076,Dommartin,2,1077.0,424.90000000000003,33852.065,3.93,34158.227395543174,3.7642998352553545
69244,Tassin-la-Demi-Lune,2,3756.5,1533.9,34567.42,4.86,34130.56737122322,5.140966164678272
31284,Lauzerville,1,739.5,254.0,34128.63,3.15,34128.63,3.15
78278,Goupillières,1,342.0,120.0,34122.75,3.33,34122.75,3.33
78140,Chapet,1,253.5,92.2,34088.36,4.01,34088.36,4.01
01109,Collonges,5,1944.5,747.9,33419.474,10.61,34078.085960401135,10.445106297633373
78034,Auteuil,1,524.0,183.6,34070.56,2.72,34070.56,2.72
38431,Saint-Nazaire-les-Eymes,1,294.5,120.0,34058.43,2.5,34058.43,2.5
69072,Dardilly,6,5317.5,1945.5,33488.816666666666,6.246666666666666,34057.510054536906,6.4912726805448475
25262,Fuans,3,178.0,67.9,28452.03,6.61,34050.38887640449,6.188527245949926
74235,Saint-Germain-sur-Rhône,3,319.5,121.8,34485.51,7.066666666666666,34036.51150234742,6.653530377668309
78302,La Hauteville,1,6.0,2.4,34033.12,4.17,34033.12,4.17
74090,Cornier,1,335.5,166.0,34019.59,5.42,34019.59,5.42
74139,Habère-Lullin,2,470.5,190.40000000000003,33332.625,16.685,34002.988257173216,8.404936974789916
74065,Chaumont,3,305.0,111.4,31737.546666666665,8.666666666666666,33998.0588852459,8.167163375224417
57199,Escherange,3,479.0,193.5,32449.25,11.29,33987.705490605425,11.264909560723515
95580,Saint-Witz,1,860.5,278.1,33977.3,3.96,33977.3,3.96
68132,Helfrantzkirch,1,353.0,151.9,33967.64,3.95,33967.64,3.9499999999999997
25050,Le Bélieu,2,383.0,137.9,34805.825,4.11,33955.10331592689,5.948919506889051
68092,Fislis,1,72.0,29.1,33946.52,6.87,33946.52,6.87
74024,Ayse,4,1004.5,422.8999999999999,34167.475,3.1325,33934.68054255848,4.4681248522109245
57600,Roussy-le-Village,4,971.0,365.2,32622.184999999998,10.125,33930.8618177137,8.54317634173056
01200,Labalme,1,4.0,1.4,33924.65,0.0,33924.65,0.0
68382,Zaessingue,1,84.5,40.0,33908.69,7.5,33908.69,7.5
74005,Allinges,5,2430.5,930.0,34037.574,5.878,33887.40773914832,5.592916129032258
38397,Saint-Ismier,3,3685.0,1578.0,34820.2,3.61,33874.47738398914,3.9776996197718626
74314,Vulbens,2,379.5,157.99999999999997,38299.270000000004,9.78,33862.96221343873,8.22607594936709
68248,Oltingue,3,598.0,275.30000000000007,33653.41,8.246666666666666,33859.30491638796,6.358067562658917
68380,Wolschwiller,1,322.5,144.8,33842.72,7.46,33842.72,7.46
39441,Prémanon,10,994.5,425.1,32003.639000000003,8.098,33822.56503267974,6.938125147024229
13109,Le Tholonet,2,463.0,182.2,33858.005000000005,4.815,33822.39367170626,4.832508232711306
78285,Gressey,2,291.0,107.89999999999999,37812.965000000004,1.65,33817.31745704467,2.871825764596849
51281,Grauves,2,56.5,23.4,28940.114999999998,0.0,33811.17548672567,0.0
10390,Urville,1,89.0,45.3,33801.9,3.75,33801.9,3.7500000000000004
31355,Mons,2,1189.5,429.1,30230.765,5.97,33792.97833543506,3.9407154509438356
74267,Sevrier,6,2872.5,1263.8,35108.355,4.565,33777.2471697128,5.20719813261592
74050,Burdignin,3,235.0,92.7,34507.80333333334,5.7700000000000005,33759.99387234043,5.716882416396978
57356,Kanfen,2,997.5,397.1,34061.065,9.155,33740.20526315789,9.571233946109292
68021,Bartenheim,4,2503.0,1105.8,32334.975,5.2825,33723.44115461447,5.460293000542594
78048,Bazainville,3,728.5,279.7,33868.013333333336,1.3966666666666667,33673.9404186685,3.6087629603146234
51631,Villers-aux-Nœuds,1,180.0,71.0,33662.16,2.82,33662.16,2.82
69133,Millery,1,136.5,58.0,33657.69,5.34,33657.69,5.34
51124,Chantemerle,1,32.0,14.1,33646.85,0.0,33646.85,0.0
78133,Chambourcy,3,4498.5,1819.3000000000002,34890.79666666666,7.173333333333335,33645.97118817383,5.944270873412852
78305,Herbeville,1,157.0,64.5,33626.49,8.84,33626.49,8.84
25321,Villers-le-Lac,20,4522.0,2021.7000000000003,34016.174,5.496,33623.241483856706,6.655571548696642
25255,Fournet-Blancheroche,6,294.0,127.3,31478.556666666667,6.47,33602.17144557823,6.282089552238807
25160,Les Combes,7,350.5,143.3,31316.34857142857,8.868571428571428,33564.63738944365,6.14036287508723
68049,Bouxwiller,1,180.0,75.1,33550.58,2.53,33550.58,2.53
68055,Bruebach,1,841.5,337.0,33535.01,1.48,33535.01,1.48
33065,Bouliac,2,1026.5,395.1,32426.855,5.8,33534.59655138821,4.8073500379650715
80702,Saint-Fuscien,1,506.5,184.79999999999998,33533.78,1.57,33533.78,1.57
01160,Ferney-Voltaire,3,981.5,477.0,39105.85999999999,14.783333333333331,33518.81029546612,18.06907756813417
91661,Villebon-sur-Yvette,1,1141.0,437.9,33516.03,3.86,33516.03,3.86
68124,Hausgauen,1,107.0,40.6,33477.36,5.42,33477.36,5.42
51613,Verzenay,1,48.5,19.0,33469.85,5.26,33469.85,5.26
31501,Saint-Marcel-Paulel,2,128.0,50.19999999999999,34312.895,6.59,33458.8780859375,7.374780876494024
25293,Granges-Narboz,4,1181.0,428.9,32446.3575,2.7625,33458.754314140555,1.8671881557472605
91111,Briis-sous-Forges,1,5.0,2.2,33458.42,0.0,33458.42,0.0
74053,Cervens,1,469.0,176.00000000000003,33442.91,8.58,33442.91,8.58
74263,Sciez,13,5150.5,2266.2,37052.89153846154,9.61,33417.15599941754,11.199470037948988
69270,Chaponnay,7,1609.0,563.8000000000001,32529.037142857145,4.027142857142858,33400.821718458676,3.724459028024122
39470,Les Rousses,21,3219.0,1578.5,34622.38142857143,5.448571428571428,33381.67702236719,5.991027557808045
68381,Wuenheim,1,26.0,13.0,33353.45,13.85,33353.45,13.849999999999998
51321,Lhéry,1,30.0,10.3,33326.03,9.71,33326.03,9.71
06105,Roquefort-les-Pins,11,5754.0,2109.5000000000005,34289.57181818182,8.242727272727272,33320.5526903024,8.400611519317376
60346,Lamorlaye,6,4052.5,1573.1,35375.63833333333,5.478333333333333,33287.64564466378,6.739316635941771
